__id__,college,comments,company,country,createdBy,dspExclusive,intlStudent,isAnonymous,isCoop,isDSP,isDrugTested,isPayVisible,nThCoop,pay,position,rating,state,term,year,img,company_type,company_description
0Chdl9BCFBPzFZUbagUo,D'Amore-McKim School of Business,Amazing team and an amazing experience!,Salsify Inc.,United States,Q7TCfjMbL8Ml4wFGrxyZiHfVXO63,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,20,Business Operations,5,Massachusetts,Spring,2022,iVBORw0KGgoAAAANSUhEUgAAAQsAAAC9CAMAAACTb6i8AAAAt1BMVEX///+L2Oy35/MNIj9xz+iN2ey66PO15vOH1+ux5fIAACsAACIACTIAHDsAEjbV19oAFjikp68AACiAhZDg4uRpb30AAC86RVkAACUFHj3r6+1yeYVYYHAAADAjMkt/1OqRlp4TJkKc3u+6vMLr+Pun4fDa8vnK7fbl9vr19fbKzNCbn6fV8fjF6/WprbMAAB0AAACHjJY+SVwAABd5f4ouOlFNVmfP0dXAwsdTXGwnNU1rcn8AABmIOHYfAAANkklEQVR4nO1d50LbOhTOIN52BhAcQkjIghBGoRRoe9//ua6PPLXlhDZy6u9Hhy1LPp91pmSn0ahxMGyWd+sId3dLToPlXdyAd/5IsHwwbNs2EaJ/GLd3RIP1bSttEP1tPz4cKSHL20jKFoZIYmOdNVgbEQtEA9u+PT461i2SiEzc200DMcU731pLe68S1uQDJ9jgMoFgm6QuVRdLw+YLGsGYT+eGsIVtHImmPEiYsDvNZrNjS9h4OLQYXwFDMPuBipXVBFgrCRmPhxZkbyzFTET6EVMRkSHRE7O1ObQw+2Ep1o+IimYGGRktu9JGowwVEY6ZjJJUKMyMQ0u0O5RtRUaGxIC2WocWaVc8SriwSSoiMiQzyayoN5HEFa0WxQRAco1dyYC8rLFQtZ+HlmsXyDSfoSEqWtKqoJbcyaZFh0lFFI0fn2OVTYsVe1qAL5FcaRxatLLYeVoc4cTY0Voco8XY0YnEODJX8iAJs1r8aRFNDAkXZrViDAkTrZWAiiOznnupyJEpyVqWlQmpkHuSKtWCbyVcmCJzESmJ+OqWWaXipzTQEs+Lo/KqmSyGYcCqIKyYwT8VuWjmxjPrwC52UCWDYcdi2Kt5p2klaHbmq1YsjcR0psbTMEyyAzPmo0JcgBsx7HmHsApW0+pE0ihywegg6qIzhw4qFIYvTWNFy5FIM7cNQTKSciHooLMyzApxwRUkFsaWcmGLO1hVhwuJy2xaU9l5WQdViTzXtsxNdE5OpoKcfXpyIunAWlWj7vlo8+s0ORcCcaNzknkDAUgF1leXsNNCUJyIMRWQcaLChQnrq4eWVYIkKVPi4oTVyjpR4iKOMrS2oAkVktQr5YJBhsU7gSNJ3nQmI03VpbFUIjKlJrzjJNKk3tZ3G0Kahki56JywhU4Py+KPPF85tMg85LmXzHhmXGBSZ0cV3EgCXddXC0ULVYOBid1hHWSjwLqWpYxiXU+qJJk2FLTEYhxjo1gD1NJ+YsUWpWgL1xLGIQ7wUo+G4The4lRXkkwh6CNcIrGymYbFT7wsV0JJ0lmgPC2axJKBeWjRSVCV77ITQ31akNtVtFs6IqkoOzHUrUWT3tN1aOFxMJbV1ScG2FlLeVrQiyeauZJHiooSrmSKMSNzIvQCo3l7aPExMBY0lJMSJP5OsUU2MQ4tfhHsnScysbK5YOW8lDWcMRc6uVX2mqFyVjLNwm9B6Q+BvaKm1Zoi6wbz1yH4yJRE2ViwVyd1ij0565/0JmcOGSkXktbcLdIaGQzudgsWGZ0ERTKsIhV4AxUqdPKq/E17uJp0mta0EF9OI7FjMuKD0X/x81azo0SFTlwItp7kZERynlCYWgWzOWU1yOkQvJGm0YuKop1qRrJgyJAzffzFv1gNoAOrI9reolFKIt61B0EXV1AlTFlJCMaFPk5VsoPRWO3FBEDyjk1luDA7VseSiytAdP1czEU1dMRY8S0ngsxepNZTNDU04kLkR/IIg0XHNFk/hT9YViXyM5lLFez61MiPCOILPNhCAUY6D0DORHmS9VX4f/E8Fl6IyNAovuDHncz8ohBUpgFnYhfoBhi4ZGgUg/PzEZZExUedqIJiPsIlQycuONmjas1zyltfpbjjkKHTSiLTkain7Hn9YrekXSM3wjGe0lIOs64lI4PFukams8Gud8pq+8Vyb14IVtyGgs+LQ4uPgS7ylVggKVkHp8jQKAIH0F5VtsezID0SEWNGCM1VhPYke6ybyS6kfIlO1U4AaT3VtjUWLIT6eir5po1WKwII+02LfSaGbtOCmhhlp0Upi4Hvv9DMWgCwJVWFHeFkQFFiX05xSVXP3WvF/Vqy2IK5N2snJdEpFcmxLpChrCIW62CZfXzaGc4Y+fdxlFUEC7nVs5J8f6de2w0KSB+X8tohIbTqsmqmJKZ+PiRDWXPB40hGZcqFxlSkZKjuaGScUTMYcYKm86wAtMBmKOYizFPqoafuVKBXrP7Oe0UVeMkKPjGmsm2NW7QBb6LyvplOtSwuliouVcAWrBPIuFhV5qO3j1IdkckqO69tWEFhac8twXeS5vJ3uFuiCMWa65iPcbC0DXPOfrhWJKfS++yCDkyjUlzABxtWhDTwmQN4sV/1OweGDR0UuoD/zFfQgZ4JGRvJq5nwAYzkAxbNzny+so1S37/gd1A9LmJx0OdMkr9Uc7dCgYLdwaEFLIGdP0yYKMMxfS9n3+8oyT68pteCiBh3su9riR3JcX2psf7uWo69DMZRmYs9P0InUxGNdmcpof5+Zw7GC2i4PIJ8ReaEqpOYxZB+tZLvSY7vFxZ2nhhHZjkBO3/OVDot9P0WChey2JP33XiZtahSzJlhp4kh/dUNvfZmqWKnz6UfV/idY5cMTaZYldQQgOLPean7ED03W6hBLBlFhtRYaL9SJoKMDKzcfdxUJOuramTIqNB//VQGZZvxD/wIYONW9tOQCRf/xI9D3ol+GxUQ6YnkPcOWWaGvHYshmxoryau4LbtqaboAy0fB3ICfzRX98K5pPx7LpIjB+xVh0zbiih388jS7wRH++jRIi4trmnar8KvjyweT+CFu07YfK7HlZBfcPTyadgrjdk0+8eX61sjOm48PFSvylsdmCRA0QOcrWLGpUaNGjRo1atSoUaNGjRo1atSoUaNGjRo1atSoUaNGjRo1atSokaO7Pf/huKE7uRj3z/7+8B/b81+DaHjvdfx0gOEL2Mx6A6/ntwF+zxuMZpfiC26eXffbQtBg/N11n69Vh3/xHK83iocPvPBmy9qY8/HNjQaliLqKRmLg+3mhzTu0+T5mjBxC22/d/MjTwItvJMUocN9E+4TuHWgkEvU0iMS6EDQoYOsGbXx4zz2lm3VhUIfi4rzXZiHAJG+DfOEn1ecVXOz0C70N2skjiZA8nnYwEDz2VzSFHLrvDCW4+Omwhp9Qne/DxZmLbph8vguQPLgqdDaBdj3HeX+bzV7Ob0IvVpbwjXf33Zg8/wdfQHUu3j10687kZzT86ZWfzlH3hRxVwMWoR2KIa8QTXOy/4pduQI6RX2iFBHPHmc5cPv0YABu9G56a/IzJag/uuRIqc7FF6ha+5cP3rx3oP/hFtBRwMfr1Nibwu080Az0czrBjaHq7BWMRwGPwulijjwtHQAWacAGD5wKUuUCPZoRL+Plr0u5Rk07AhX9FHqWBTEZR8EYfdbjNDyAz6HyQV/af21zjCaMHL0OYGNR1KVS5WKBuKAG3z+Ss2JsL9ARHQX7gEg703oujInWlL+1yvSrqY4juAesJgyoXL5x29/ST2JOL2BgUDOUPHzxWcZyXgM0FH2/RFd6s0Q3BvnY5jVS5GKv7m325iE1G5kBn4DJcbGLPPIl3JLGBaeFGdL5HvPZ4N6HKBbQTqFoRe3PRuEG2Mu6h69K29BN593DLuJQNmEgBuNv7Qd4zBVUunobIIT0pDLw/F8hk+HGIeBOZ0h5p+5EfaXvBC2+6E4A7cpExAYXr/Wa3KuVHogc0mkmH35+L2GR4EHm8gToMSaN0/4zuZhQ4zlVfPlnB1iaaschpoaDMxcJNhh94530hH1/ARWwywkXjHik6HR4tnpPQqd3zHPfi5VP4xoJX0G9w2QE7OlWPO/vY8K/84UWx1sV2VgR/NGQynEs/uvMhI+dpnL2GeUzvB0P3tc+lA/Q7k/FpkphRGiXyke7FAB/+/YnZpTAGDwrwfNblMeLEZDji3113PHACP78hzz3n2EQwOU6WtQEXAZk3IJTJUxsf5yEx/Jihecq52ehGMNZTkoi2B/yyxP3Lq+t4QZq7956ZIoKJGOXRCHLIA1bDUlyg4S/crIYREfxMOzYhF6MCfBEXsclgJvD4aE/ja3eYFBMclj0C1+EVHCDcXhR30SjLBRq+P74Js+EpByXk4qaAtriGdA2Ec8wcjs3nac9Bj8eZUSdR8jL56KY4QzfiMLrZhYt4+DdvOGLGHF/hRwAL0OxQtfXnNeLapU7ENZyhkwG18/p0F7tygW52hLodEoe/jAsI70L11/sgvm4PSZVCKQgDAd3BPlw0GhfI8xHBzqG4uBywnjeqDo5woCdIh9D7cYHEniwYBw/ARSNkcIF8c+8aBzLidJ67Hxdo+ANwsWAlqWhekDryu8eQD+mNQ9WJlbno9xiFwjNWgenPc7EZ+oNXKg0BscmIEtVwaKnBntLLA6pcXIb+4J1KQ5AyknHLn+fiCm568AMPe39D84Dw8CDeiA5vUdJPza2Yi80lDfwmUBEkfMUY3lxBCOeVqIN/DReL/+KwN8oCtvdn0ODy89SBeGdErCZsWCYEAGE5tTyAajT+gMb3WbFZP85S/Ul4tb0HmjZnn28oPfEp5/THudicukk873vOIAzdcBBHfiOXmLmzgBNvo3IMuTxwSiyFZfCw4HozxocP0+F9uh78F2zn5Tm5hIdu2ScHhTth52Ewo8nlAUUuIjN5xRp+ckNnTn/Fp16+DJ2guKDqD0NK6K3red53Zm63DeEUbn/fBh4bdDXx7NTBh+9NHFbJsfsfDENz4Xiew63HM7B4hn748cX96Y3rTDxI/ocOs4DQB7DLkpstnMOt52efB1bp7POtHTrDZPjwJ3uYSxiGXoFfQKeiJX8SZ6gfYZNNd9HfzrZPn4p1zy9GNvyBdl/8D10ZUEg2uSEGAAAAAElFTkSuQmCC,Software company,0
0HZVfgCrNuNaCHRtL4WD,Khoury College of Computer Sciences,"Good team, somewhat boring product.",VMware,United States,q60ll9XLQiWOK3zahscvpKjlekc2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,40.5,SWE Co-op,4,Massachusetts,Spring,2019,iVBORw0KGgoAAAANSUhEUgAAAHcAAAATCAMAAACdgmL0AAAAVFBMVEX///9xcHRoZ2tkY2dsa2/6+vpiYWadnJ+CgoWnp6nS0dLv7/De3t63trj39/fa2tt4d3vKysuvrrCXlpnn5+fExMWIh4qRkJO+vb9eXGFZV119fH++gwg4AAADR0lEQVRIiYVWiY6rOgwNthNIAhTSsHT4//98djbaSq/X0mhMFh/7eEmV2qxTt/gtTGPSImtuFk27KWwxLc6+ndSP+1bU+XIc49z28w1VF3wsp5Qa2UpAMlszYA0R4eWVP0QDnOQEyOLBBrx5jfXoZZ5V3V4XY9sOAQCXqez/sdnY00u+9dQhy558Ddv6UEvHUg30IF8d0YmUtA7tldc6WjTjUl9DNB1W/wcalP8TUGQfYZEQtSGrNnYeDj5MvHl1HKJVyvlwrurJAFgoe2BXhMrfh8aQO0HBmqiDtTCIsCl9DVucZ+92YC8YFyk4Q2awTB5HIcn0TwCrxhjcph4cDj2r32J/L3jHVaM/hqRxfBtA8XGR9ayeZFpWJVeELuH2HeypHhZa7r1RnesZVSIa50JdJ0EISHIlJD8GpnOVNRjVjIXoaIjhdHH3UO+SmNHMHeSzK2CsewvtRROTdGZncq4TRvKkoCkhmDUO4yBKtwI8NWaiPVbCW1BXxh0qja0CmTCs3AiY8KATypnRsvVBuPDVJ8F1heiFsfYc59Ry7sfH6DXzTgm3pIT9uzvV3x+TVBYHdSZc/RtXQSI6opFkJ6KvTD23jGF54bAX3NImI8A6NqHMbYlTrkqiKah/4PaJaKaZJ0IiOGKK6zSAuw2hHxA6ynWV7XPlgmlCEO58sPVU2BnkJy4Tzf+yfgjRTJcYN/SsiQs5Xgo1XurfpY08b6SMpZGziz9xFfGhEVNKuVA1VyjPAs51rVNV80tTS2kr508RyDS3TPw3ruUyCrlDtAHnMTUJvNX09Imr7pR+SSxzqvThb1yO9VFUJvp5gvTCDG81u3/hWmqD+Ev2PAnLvPyNy313lSaW3l+yeaJWLg67T1wek7Zu6v6dc5cDvlTDhf/H5SnWXgeuDFP2sbxU7rV84aoToQCPHd4zREkPSnbL6K2DRHjkVV3AKh08TuuQlsrIQ0l3hL2Lj3P4m8IXz3yb28du23QhLPcLnmzxC9vfp0yuhNWkZ0wOvKhl6YI6oDi4+njPB6KMDX54guGT+gU3rnL8NssjiUF9ig/2Lsg11CJxfb082lA99dOdo/W+xT9Vwilka3lu1PZ8f6TUY7J2cvXFVv8BNoEkEyg/HuMAAAAASUVORK5CYII=,Cloud computing company,"VMware, Inc. is an American cloud computing and virtualization technology company with headquarters in California. VMware was the first commercially successful company to virtualize the x86 architecture."
0ejAlsfKzpu6JB5TN3ch,College of Engineering,Stellar first co-op. They trust you with a lot and you have visibility to a ton that goes on throughout the company. the EPIC project is a fantastic resume builder. Not a technical co-op.,Hasbro,United States,UMiIc5jmrpfiyMysGCk9znUWO7o2,,FALSE,TRUE,TRUE,,TRUE,TRUE,1,18,Project Engineer,5,Rhode Island,Spring,2021,iVBORw0KGgoAAAANSUhEUgAAAHUAAACACAMAAAAChdYkAAAA0lBMVEX///8TecgXhsUVgcYZjcMhprkWg8YVgMcakMIgo7odm74VfscYicQfoLwZi8QiqrcjrbUbk8Edmb8lsrIclsAenb0AcMUAdccAbcQAasMmtrD0+Pzo7/jf6fXX5PMAesWIsN1Xns+0zOiv0eTL3O8AZMGZu+FFis5wotdjmdTt+PcArqfc7PLS5e+oyuRSk9GFvddkrM+oxOXP6upcw759zci54uCX1tKk2dhLu7tqxMS+3+ZZucN9xc6d09mYzNpIqcVktMxHociDtNmFwtRtqdWFHXsnAAALMklEQVRoge2Za3uaSheGORg1GWOjMSAdTiJySFUMye7J3drE+v//0rvWDCAIQtqYvPtDnisXRVFv1pp1GioI73rXu/5jun/4562Rt58fPn38ePu2zC8fgfnpTan3/wDw08eHz28I/frtGsz89vUNkfffr6+vPz28JXL+8wqY3zPk/ZdXh9+u/726uvr+eY8EP395VSS9//Hhw4cf9yny9svDJwjij6+ZsPMfZ+dnP+9p+vILpirTw2shbzfnlz/W2QKuf3y7Rr0mdb65/LWZZ69+4tJeX++x306PXEwff6/TF7drXNmrqwPsaYOYztebdbqQt/ebf8/Ozj4k2Osc9pTU28Vcpyl+83h+fn6Wo2ZYAN+fkJqILjaPlzeXlwm1CntiKl1vHofDG2Ai9Cj28+mIi+lqOBgNLy4ubjLsWRGbcr+eBDifrp663cFoNBwWqSUs5760JNKFu5p0W63uYABQpGbY86KPUyxrBX/P083ldtLq9fqtLmiQYYvG5rAZ9+qvygQ1nO0ukjpSD5mtA+pRH+ewf8gzHTuIiEjktiQhtNdPsINDYyuxKZc2oxKcF0TqWBEt0pHbbYQCtZ9RM2NH1T4uchuLE3Xs0FdAqgpEQjodWZY5lWMTanFlq7ApF8g1ZcIMQjh6GuAScWpH3hvbKxlbhS1x18epkaKYwFbEvUjJ2D21HFAV2ARcQzUVNYB/fHVPzVws1xtbh0Xwz5olDRRRFwRHOaQWV5ZRj/g4hy1w66i6Oo7hmPOwlYunsrEHPk6xFdwfNVTBHvtwDEsu3seTBMyjPi5h9+A6qi6qZtHFYs7FmbGl7EmzNsPmuOeNVMHWbEEwxLyPiZU3tlcuFQVsJRdUSzUUEY6+WOHifIHqFQJqMIK/MrbArS9OoQYuttUyttNp73P2IKAGd9PFfJFf3BJ3Xkt1Zx4ctAOqpVoTmxSMzWG7U/bVaZpBeW5CvlzUUgVC9rmjamIHi7FlG3DFI/lqnPk4w86HReweDKopTihvBoUiQhcrom1SIQSq6LArJN8EennsE/vqE8ugAjcDb+qpdBYnC+uxpginloVdQdiRfdIeWsuW7W6Uw2Zchr5poAoRINyxqDj8pQ0d1orwBsLOAXWP5S5eDRJswkX0r0cO/vX7d21AORoVdAgn7D/oVygZlo/UqJS0KbbVvcOPTrM6lXI38L3NzcXNZjGfr3/V2jtzBUqAavObQCrRkUpkuWAtd3K/t111u/hRszsacS4eL4ZDZt10lNDoTV0gB9DuAlVUI/YKnA13cEjNrO33VmAP7eIPzjGcRyOweLVYrEYYYvD2E7CnF+is3481VBf8iX5lbhVMpI4xc0KSq1DJ2ko7nX1nNWXUpyl8R79bMRvnwnQ4/LWCD2yGQ7yrzUWdi0WDW4gowWBJ5KIPWMvrtBm5zbDSlvvOWOEJnSY/8DRacN+Cr+FsAeUSb241rKMGjkC1BCXoFlIxoG2rQyxLbkeT3XYZT9rgZgY1tt1en2fsYsn8czfA6LodABRv5Amii739VEd1IXfAQiVmdmArUDykKm07dg0+2i4m/Yk0wbOl1MOYwtNtv7VktjIqhjRbWzAV314PlnVUCukJnX3MagOeqRrOU3pulN5FpkBVXIJtm0cyXrzrdtF6vcWoa+hF6OkVBDRlfq9vAYEp2DPf4wkbzjq2k27JTYetWIRWuhIcjDZP3D77/Raz9W7QxXhawKYPl3M4GkzZLa1qoYITBp5uxhEPYj151wiJJcp4NhFxyZeI1pMBrsfeafUwTVq8Hcxbgyf8BX4PK/7iqEzbM4zY12ZETy2MA4rRDC0PnWpblsB8i0d9O4Hk7ffQyKn0hCZ2u32dUwcIWsIt0LvuoM6/NIh1CkUi8kx+b3pExoqCNNESbfSsRTC4hF174rL7mrvbvoShZ0pzSFoskeyLYDOPn9vNoDuo7bAR/JDhcCI76KxMoAN90UKKTwi7EMptuT3ZsR+e91kYuYLBCjMry3ofzrbT6QrWecDNPibHTU70OOCVmKcOmmIrGMquKPKUCtnuUurs8JXHQMICs6jVglvQp0+8HSXbzlYd1bah45hOoGqwpwvYW+BuUcUbcHCAhA0CvI02B7zJt1nWeuwIaQRJBH8QY0kPTNU3arDmDGjKeMwmJ8JvBGsiTueGihkcAdoR4SdMixVGwrwzabvmsidhP3BZA8xab6LWtC6a3IgQP7RNB6sTd7qS3oCPpRl4sWpFOK0jtsMiy2hLWJmh+0nT5S7F5smtlV6bOTq7jFWfNTjedUTmU8U3KXUiFTeYYehDHyBsVYVJus2UlnrPlJKGX9CW1pcmJpq2GpikcFzEU+hEMNqouB2A/oPt1uLQrZw0v/YWfT1hnfeAvNPdOl4iktZ/QUy7Do4Y6YhMOgQKNP+A1+EtV5K3wlaSlls2p2dKfE1ri38irPp2egZy3TjbTwPW6lAjufmtlXT6zhKiGPrfklVJvg/L1KPLZzyJsTGImIfZdCxCaBc2BHxcxWJm8TYv9wwhRlfv3HYvRfYySebiGS7G0FXD2I7E/K4nhxWxOFOnTdgDBJlApntsfSfzjpSg+nt7pSXdNlPZEKMqahUzwfq7wBf5YwtLcrOgmlCS7XRzVAi0Zqp5BFfwssW3e5YMkaKHfNsHxcqSUuU8PBFsvZGqkwYqf2gBUmUMcMdCKEje5ag5RXT5jCj2y5wDd1uWJY6JjTOHHloyf0AE1YpWUiVDj5qpUQnqeyHRxrDUKAWqtR/EbHzVbZENy4xrubqVTc05ya4gNlOD0sJCX6W6G9t2EAS2B02YJ6AZEJEtL6N2ZMO12okK1FiYTBuYfF9V1NgsfYgaXqTyWpWCfSEmfFIvSp4IcdBIdcaH1GTDlRFhnvIVNYsqzrVsIeika1yQJCysxvJkaodUkY0uNioIIkuDzl+MZkY1hGyN5TxdlnVh3FiejJKHeTtwZiyaildSLrECmHGyRS7IcoWw0cVsh3MglRlbcj3nsqc10IjDxNeHaCuGFW9yMa1KWJZxQSWWcVVHcNX9IhdEQih4TpOxYUVNHLOBpdpa4EK8UT/xNXTgAzakKwmbqOWERSxr5C4pL7rIg9xW0yXO6KmtMHYFVlMttivr/9hmFz2lxFXQfZ5qpWtckujAdBs3UONKe0TFN/hlkvt/CVXVRHS+l/reYipSIb514jdQ3SOrpyp2Ugqh5WsaDM+aGrEeQIODG7UOhI/tygWuoIoykZoreul+Tzdd10xGXUes9k4mTQdn2PVU/SgVuYFbjAs99huY4CUH/yOlnkprpwl1LIa2Y1CU7nqheGQ9Ct8JILGU+pSlTdOEqo6xFsNxfGy8OhTOng3xVO7rL5VmCoam1cdTVXF6mVjtUutbQHWZeIlUH108q20Bp6PinlgRie9DJTFFu9ZW7+VUwMGPkMiOXddI0rqh2TmNCVjPU1hyuXXPBip0rCQ28zSNBDBE/hEtlfnHVMxdsI9PyX+pupJYBkK8+ODQ+scPzxB9LhWWsBPZf7qAx/QMKgBFEiQP406jBiqGqe+5zfvDP1NN5sDwoEWey583ntBQgT99qfSqpobJQ2sKTf20UKFiDoe+iuMKt9GNPefESIE9cyoK1jFw+DrqThA4L8nL51FVBbbNiZGGHfkvKgXPo0K0pkYKTgBbgL+rds9SitRUO9kC0jiazYLnPBH8eykMyZ93gEyPzGbh6yJBM3XsZ0ibKDPfO33IHoqSICkDpu0rMzF59TbSATlWSHzqylcjCB9NUZTXX82cnBCmbEV7xgPA0ylmg32nacd5YtnAjN7StZyqha9Ygo5J/z8w3/Wud/0X9T+w1mYWkT2jHwAAAABJRU5ErkJggg==,Toy company,"Hasbro, Inc. is an American multinational conglomerate with toy, board game, and media assets, headquartered in Pawtucket, Rhode Island. Hasbro owns the trademarks and products of Kenner, Parker Brothers, and Milton Bradley, among others."
